,test_subject,window_size,cnn_kernel_size,cnn_layers,cnn_activation,cnn_output_size,dense_activation,dense_layers,optim_loss,optim_lr,optim_optimizer,training_epochs,training_batch_size,left_validation_rmse,right_validation_rmse
404,AB5,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,23.478782426528348,23.78607215473879
405,AB6,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,28.52606235220531,28.850890732738975
406,AB7,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,24.922757148591657,24.12537872103802
407,AB8,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,28.7153963102075,27.23087303299416
408,AB9,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,28.818574928767532,28.81290862947675
409,AB10,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,28.796561956404183,28.337049691199226
410,AB1,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
411,AB2,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
412,AB3,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
413,AB4,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
414,AB5,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
415,AB6,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
416,AB7,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
417,AB8,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
418,AB9,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
419,AB10,100,10,4,tanh,1,relu,"(2, 30)",mean_absolute_error,0.1,adam,200,128,25.0,25.0
420,AB1,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,6.274695187686433,5.417386235009844
421,AB2,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,8.753421163377004,9.021598553657592
422,AB3,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,8.344978541197905,10.255024504171931
423,AB4,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,6.48869779261089,6.599672576436354
424,AB5,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,6.7468610498332495,6.316511899285589
425,AB6,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,5.585218971650555,5.444247310340803
426,AB7,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,5.727435668364096,5.656393405273115
427,AB8,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,5.998028404111122,6.816534332988919
428,AB9,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,9.226578217256764,10.380315832323806
429,AB10,80,10,2,tanh,5,tanh,"(1, 30)",mean_absolute_error,0.001,adam,200,128,8.01268936300891,9.841118466985561
430,AB1,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,6.419921313664424,6.048637400403156
431,AB2,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,9.176501321713697,7.025835882536434
432,AB3,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,10.051703768388016,11.45700900548515
433,AB4,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,7.007375320265291,6.151168886402392
434,AB5,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,6.538437276308482,6.359152126697007
435,AB6,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,5.7474974762866955,5.04931673434947
436,AB7,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,5.77279179837068,5.441392731898937
437,AB8,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,6.144351128902172,7.062477309404066
438,AB9,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,9.202180563193407,10.379743871530199
439,AB10,80,20,2,relu,3,tanh,"(1, 20)",mean_absolute_error,0.0001,adam,200,128,7.6363803990703705,10.250943074427164
440,AB1,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,6.0736684811085775,5.003836195525316
441,AB2,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,8.951474868394763,8.431147874674094
442,AB3,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,7.628178532575648,8.207613025496157
443,AB4,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,6.568066446979226,6.402097459172992
444,AB5,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,6.9320570496813785,6.23551276501532
445,AB6,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,5.840093279815168,5.11524541630452
446,AB7,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,5.942785650020703,5.7441492447161755
447,AB8,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,7.9795697437473505,9.49235884922827
448,AB9,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,8.858577690200981,10.449702841196645
449,AB10,100,10,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,sgd,200,128,7.945181305338474,10.311793377351155
450,AB1,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,18.808946959428127,17.46941334610115
451,AB2,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,18.844789956785615,18.868429876621192
452,AB3,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,21.25117664427528,20.669364544420485
453,AB4,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,22.066308538068633,18.718855659861248
454,AB5,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,18.78907886234748,17.964541581652227
455,AB6,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,19.353914136750237,17.557497907336653
456,AB7,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,18.71293417854684,17.583468009252446
457,AB8,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,18.120755698412303,18.95295745627323
458,AB9,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,20.831024468513974,19.64389744825456
459,AB10,100,10,2,relu,5,sigmoid,"(0, 1)",mean_absolute_error,0.0001,rmsprop,200,128,20.094333973560982,19.59445368672919
460,AB1,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,17.42298683787747,16.703843508408077
461,AB2,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,18.675945900641057,17.479865248805105
462,AB3,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,18.229771129955363,20.101311138531962
463,AB4,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,17.38950732598256,16.933508775421387
464,AB5,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,17.311891025530457,16.796691648231945
465,AB6,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,17.527840776472114,16.780708933460748
466,AB7,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,16.992410931157234,16.64707959928264
467,AB8,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,16.977705864654297,17.25605502395652
468,AB9,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,18.242661564280198,18.730849011858126
469,AB10,80,10,2,relu,1,relu,"(0, 1)",mean_absolute_error,0.1,adagrad,200,128,17.82703834195392,17.821782008032383
470,AB1,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,5.889610555474737,4.859746595199687
471,AB2,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,9.183324687875691,8.490863060941187
472,AB3,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,11.246294638118883,11.270778614683143
473,AB4,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,6.657418823796208,6.117033709663516
474,AB5,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,6.462547143463068,6.384199982332462
475,AB6,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,5.820577198704048,5.072673736653559
476,AB7,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,6.046190453663612,5.861730009494724
477,AB8,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,6.309337285642345,7.467107378545108
478,AB9,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,9.083960406100955,10.373637968757032
479,AB10,80,20,3,relu,1,tanh,"(2, 30)",mean_absolute_error,0.01,sgd,200,128,7.863685024713037,9.757990202936103
480,AB1,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.470879124757992,5.257309727787487
481,AB2,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,9.893304155606497,8.721118998432637
482,AB3,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,7.948644486273739,10.023207195918953
483,AB4,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,7.4264635329847355,7.220824623028477
484,AB5,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.372891385372436,6.994546840528877
485,AB6,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.350697510002531,5.945328113990076
486,AB7,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.234488244416225,5.72364306812799
487,AB8,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.634377074410453,7.244257028260587
488,AB9,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,9.817963514954094,10.828623686811179
489,AB10,120,30,3,tanh,3,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,8.725377702220102,10.073204554217979
490,AB1,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,17.12558577167195,16.923573588686608
491,AB2,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,18.747861850548446,17.7855781120806
492,AB3,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,19.15845562071015,21.366221419156435
493,AB4,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,17.542984308698554,17.04524581045468
494,AB5,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,17.298172298276448,16.743832439471024
495,AB6,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,18.056194320072912,16.896163503233772
496,AB7,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,17.28437466739618,16.754229337359643
497,AB8,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,17.01479280082646,17.48374083074447
498,AB9,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,18.198091916037036,18.546731034085294
499,AB10,80,20,3,tanh,5,relu,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,17.738450754821237,17.77055140503092
500,AB1,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,17.002334585952426,16.68195138132865
501,AB2,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,18.101965838914875,17.960435879367882
502,AB3,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,17.74441832209004,20.922572213677853
503,AB4,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,17.66745607368853,17.17756332031464
504,AB5,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,17.021885571894074,17.08865949136135
505,AB6,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,17.294588397687313,16.80652526328685
506,AB7,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,16.83790156583799,16.727138241857567
507,AB8,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,16.75057090740935,17.511431598418575
508,AB9,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,18.151664969807285,18.590582962409222
509,AB10,120,30,3,relu,1,relu,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,18.237710049848207,18.067364331560505
510,AB1,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,20.710483012373317,22.9240153163578
511,AB2,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,22.568877775035325,23.03952593006405
512,AB3,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,21.438590956316144,21.82613464055634
513,AB4,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,17.804131863053765,17.990569454276056
514,AB5,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,18.609597234648554,18.927749478965254
515,AB6,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,19.277370748729332,21.065710464555078
516,AB7,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,21.803953562169042,18.78838938633435
517,AB8,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,18.572987987466327,20.94880386546523
518,AB9,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,19.381545366390828,20.138084693581977
519,AB10,120,20,3,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,21.59102972729381,19.883110871701167
520,AB1,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,17.046813245925062,16.840255353797343
521,AB2,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,17.867681378536805,17.774771562605892
522,AB3,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,21.55928780872562,19.22185169049154
523,AB4,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,18.00212201256157,17.670940215664
524,AB5,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,17.34482435000986,17.109993338459397
525,AB6,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,21.112999601722315,17.039479542046514
526,AB7,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,17.373345415872393,17.099272607167304
527,AB8,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,17.48089863724967,17.545270365339345
528,AB9,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,19.664921056203976,19.74150872052303
529,AB10,120,30,2,sigmoid,5,relu,"(2, 30)",mean_absolute_error,0.01,adam,200,128,21.501666187940785,18.698499537088182
530,AB1,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,16.88538833303447,16.843069114809374
531,AB2,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,17.67641477868772,17.288557135654536
532,AB3,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,16.850333606082955,18.431003041436384
533,AB4,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,17.392918503636114,17.122412840400088
534,AB5,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,17.378954599866248,16.942095740973986
535,AB6,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,16.90867113415295,16.79628033285345
536,AB7,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,16.74948723420203,16.661123357416606
537,AB8,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,16.723798665506784,17.082614972274275
538,AB9,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,17.8868154413726,18.538899153328146
539,AB10,80,10,2,tanh,1,relu,"(1, 20)",mean_absolute_error,0.001,rmsprop,200,128,17.371838726338467,18.056170824452106
540,AB1,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,6.925009167321217,6.483450505596408
541,AB2,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,10.509342371259548,9.850942347027383
542,AB3,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,14.201779647640441,14.042537715263053
543,AB4,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,8.38882379959635,7.342303380648548
544,AB5,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,7.620161940203975,7.601492108323226
545,AB6,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,7.170184028516825,6.390584948571717
546,AB7,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,6.850053035960016,6.041103783181919
547,AB8,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,7.387026589007694,8.22369900804395
548,AB9,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,10.650810860115278,11.443458066728837
549,AB10,100,30,3,relu,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,9.62565218426639,9.665639501532945
550,AB1,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.08631870023583,20.5189207655681
551,AB2,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.97330639194876,21.18039115557302
552,AB3,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,22.08243006527783,21.761986829588118
553,AB4,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.226143594261323,20.93030814097329
554,AB5,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.053169919408635,20.80086084983057
555,AB6,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.349111311147073,20.636759290835005
556,AB7,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.244785130503963,20.637601295742954
557,AB8,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.479358674486498,20.6889127580715
558,AB9,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.962670490198033,22.026269898195125
559,AB10,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.001,adagrad,200,128,21.60186715805069,21.77802805002329
560,AB1,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.786592247869024,20.737106660706516
561,AB2,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.903990943813838,21.215978563102652
562,AB3,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.432626433916663,20.887292569548872
563,AB4,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.109042390740566,20.791089859621184
564,AB5,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.044088297899712,21.129646765883834
565,AB6,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.981704255272266,21.11922817647156
566,AB7,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.325951297651923,20.740592411685814
567,AB8,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.17406515974999,21.183423372064443
568,AB9,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.71172758264907,21.331237638467705
569,AB10,120,10,4,relu,1,sigmoid,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.64777692813556,21.64705710152698
570,AB1,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,6.578429953445892,5.255594797040834
571,AB2,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,9.316336537746103,8.57561529347679
572,AB3,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,10.556354251216282,11.31289433121863
573,AB4,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,7.832276088825201,6.99385314468639
574,AB5,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,6.653045162467439,6.821761006081503
575,AB6,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,6.377028033804581,5.720269709196759
576,AB7,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,6.139578130192878,5.799996936739257
577,AB8,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,6.5945840554477195,7.486099692557241
578,AB9,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,9.590055130785503,10.41594821905366
579,AB10,120,30,4,sigmoid,1,tanh,"(1, 30)",mean_absolute_error,0.001,sgd,200,128,8.505351133398207,10.340818987359391
580,AB1,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.528592669832477,20.33336571200422
581,AB2,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,21.350614028397523,20.84756539587168
582,AB3,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.888826405115765,21.216653244256563
583,AB4,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.93671765041391,20.520697907448078
584,AB5,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,21.223497241469875,20.93649939719257
585,AB6,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.67147417215953,20.452614845532484
586,AB7,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.719032733109376,20.39768934460976
587,AB8,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.55324838962853,20.443577379453515
588,AB9,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.952004409387353,21.530618862270988
589,AB10,80,30,2,sigmoid,3,sigmoid,"(2, 10)",mean_absolute_error,0.01,sgd,200,128,20.786263677496265,21.163477180086286
590,AB1,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,17.11394736416849,17.022869087414943
591,AB2,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,18.590249843462118,17.70348950174026
592,AB3,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,19.37869475113321,20.366694313257725
593,AB4,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,17.685738869653253,17.251839418456083
594,AB5,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,17.624236134722747,17.348635732230996
595,AB6,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,18.13231792160157,17.231218071205824
596,AB7,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,17.182395209610874,16.952115941821113
597,AB8,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,17.115435120412904,17.481837279577075
598,AB9,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,18.44288276787019,18.712362432097873
599,AB10,80,20,2,tanh,5,relu,"(2, 20)",mean_absolute_error,0.0001,adagrad,200,128,18.056564661374164,18.16841740731204
600,AB1,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,6.345125523142547,5.228891127304589
601,AB2,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,9.073853828671718,8.085512975845015
602,AB3,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,8.093860394928724,9.138668657857934
603,AB4,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,7.136663086307967,6.572354051081536
604,AB5,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,6.778326450765946,6.385150128942281
605,AB6,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,6.403320449282937,5.323137242599055
606,AB7,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,5.940394845238121,5.724088993171778
607,AB8,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,6.301070867215141,7.242294025085956
608,AB9,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,9.127565698463362,10.403085856040603
