,test_subject,window_size,cnn_kernel_size,cnn_layers,cnn_activation,cnn_output_size,dense_activation,dense_layers,optim_loss,optim_lr,optim_optimizer,training_epochs,training_batch_size,left_validation_rmse,right_validation_rmse
202,AB3,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,21.975688411928427,21.92135161353349
203,AB4,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,20.819580008931734,21.04859679525269
204,AB5,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,22.151855835841456,20.64764995116649
205,AB6,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,21.724489029607135,21.132162589564057
206,AB7,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,22.029274162776318,20.799246015599632
207,AB8,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,21.589783990180088,20.571802179803726
208,AB9,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,21.9746552583362,21.82858908292512
209,AB10,80,30,2,tanh,1,sigmoid,"(1, 30)",mean_absolute_error,0.01,sgd,200,128,21.475358720794887,22.553066519757326
210,AB1,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,17.296893686168612,17.096980489277527
211,AB2,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,18.926866154329506,18.42066500606187
212,AB3,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,20.05278324897443,21.09724747201818
213,AB4,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,17.410021897096247,17.291056754608867
214,AB5,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,17.644491007694054,16.907462549034136
215,AB6,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,18.9113453460341,17.017448138329662
216,AB7,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,17.713875775327907,16.937734769413858
217,AB8,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,16.84667428836172,17.91981422860823
218,AB9,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,18.582348260132473,18.937901184101953
219,AB10,80,20,4,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,18.184244744532894,17.83984764532746
220,AB1,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.017198314036296,21.110282299481767
221,AB2,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,22.035276816514795,22.4662668701871
222,AB3,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.234431549052168,21.688069289061918
223,AB4,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.15294605994687,21.083345243353335
224,AB5,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.430952398166557,21.789251924380554
225,AB6,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.51426316243803,21.574631414634695
226,AB7,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.084896697498433,21.53368921527999
227,AB8,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,20.597027971565698,21.7240221133337
228,AB9,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,22.26760976564004,22.499524476140326
229,AB10,80,30,4,tanh,5,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,21.75441491951929,22.490462232608287
230,AB1,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.838731857310044,28.939115165246996
231,AB2,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.77918561163597,28.889435923723617
232,AB3,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.909227901083206,28.917092163671185
233,AB4,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.594018995044745,28.85040275643851
234,AB5,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.78523918773719,28.893164620748657
235,AB6,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.619783599750097,28.64164187242566
236,AB7,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,10.212924536181262,9.157176027328083
237,AB8,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.780076865166,28.46743304291786
238,AB9,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,28.811352912267694,28.82308778878413
239,AB10,100,20,4,sigmoid,1,tanh,"(1, 20)",mean_absolute_error,0.1,rmsprop,200,128,26.838724849097826,26.044605848747445
240,AB1,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.638777476589592,20.51228347189947
241,AB2,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,21.122713571984185,20.84931093431043
242,AB3,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.51685419537036,20.904409936579768
243,AB4,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.614610062070767,20.994219189912137
244,AB5,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.655834079790832,20.85314362767929
245,AB6,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.794784338598905,20.609654018216577
246,AB7,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.583360766658693,20.93063469220923
247,AB8,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.783147231474878,20.72989835335359
248,AB9,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,21.020958749554637,21.668739601370135
249,AB10,100,30,3,sigmoid,3,sigmoid,"(2, 20)",mean_absolute_error,0.0001,adam,200,128,20.55431879272664,21.575553079570252
250,AB1,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,21.683847205190567,19.201982209400498
251,AB2,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,22.183113571958337,20.64742270373741
252,AB3,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,21.739205781661514,20.34243667421388
253,AB4,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,19.73691815753344,21.046137640712534
254,AB5,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,20.15686632963479,20.92796535462527
255,AB6,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,20.286128287946124,20.72392238885254
256,AB7,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,20.702896826181973,21.716655096458375
257,AB8,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,20.518386650639663,19.84109205340797
258,AB9,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,21.10707468842142,21.891848928286883
259,AB10,100,10,4,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.001,rmsprop,200,128,19.84445582250007,21.3080149223778
260,AB1,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,5.9137190916081055,5.491142831167201
261,AB2,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,9.644856664387339,9.27029233911206
262,AB3,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,8.708182658220691,9.098323096356141
263,AB4,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.844987746390768,6.473403614479208
264,AB5,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.702703734561083,6.630397245910423
265,AB6,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,5.767072146383793,4.846774141429006
266,AB7,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,5.806323030538343,4.684581932504595
267,AB8,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,6.214492258459949,6.557382495578148
268,AB9,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,9.749716310182295,10.20720230011014
269,AB10,100,20,2,relu,5,tanh,"(2, 30)",mean_absolute_error,0.1,adagrad,200,128,7.498900131936333,10.271247877822642
270,AB1,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,21.718857660133693,21.382940455199492
271,AB2,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,22.27609769167764,22.027371672594672
272,AB3,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,22.099080887240568,21.950111078782033
273,AB4,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,22.555543432447074,21.16329531501595
274,AB5,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,20.722045576503106,21.543823380291983
275,AB6,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,21.159550490940855,21.62977264173624
276,AB7,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,21.266984069206742,22.09595004161938
277,AB8,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,20.817778944745598,21.430695205143667
278,AB9,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,21.51206622147796,22.554978440901294
279,AB10,80,10,3,relu,3,sigmoid,"(1, 10)",mean_absolute_error,0.001,rmsprop,200,128,21.356284403098847,21.30001022251187
280,AB1,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.374184752449647,21.018029748676256
281,AB2,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,22.338890393518938,21.5683410616114
282,AB3,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,22.525332081549678,22.60459719769238
283,AB4,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.56950700407191,21.285441727328827
284,AB5,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.28378764813623,21.03055481674317
285,AB6,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.712376957885734,20.846015700479356
286,AB7,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.29666869735261,20.746035057323606
287,AB8,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.48072027149454,21.573831031379086
288,AB9,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,22.00379511585011,22.619147036800435
289,AB10,120,20,3,tanh,3,sigmoid,"(0, 1)",mean_absolute_error,0.0001,sgd,200,128,21.76697357980203,22.37737212369334
290,AB1,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,25.925353653828743,26.96431233170797
291,AB2,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,24.060815965113644,21.104222085576737
292,AB3,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,29.640305862368507,24.999832977870007
293,AB4,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,23.462552614059568,28.810070853924667
294,AB5,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,23.260365136767177,23.301713445646346
295,AB6,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,25.0,23.20823245493874
296,AB7,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,25.016795855430694,28.886614010567882
297,AB8,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,22.32273181226734,21.869731354375165
298,AB9,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,28.975168656533675,28.851236701731207
299,AB10,120,10,4,tanh,1,sigmoid,"(1, 20)",mean_absolute_error,0.1,adam,200,128,28.78292362957158,28.823394513443418
300,AB1,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,6.6803869837936505,6.3863687721798605
301,AB2,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,9.918099789054459,8.86068712402779
302,AB3,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,10.79314918711974,11.973740731538218
303,AB4,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,7.759022356666774,6.764464459581714
304,AB5,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,6.668328751271708,6.752365756740319
305,AB6,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,6.335916128709044,5.338767226113121
306,AB7,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,6.626385308446617,6.203733637385379
307,AB8,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,6.022491490552293,7.364556209187139
308,AB9,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,9.828987905910315,10.820951491244971
309,AB10,120,20,2,relu,1,tanh,"(2, 20)",mean_absolute_error,0.0001,sgd,200,128,8.609215441537664,9.906479672426777
310,AB1,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,21.9600674629955,19.399584976061696
311,AB2,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,21.33125397959227,23.486960149518534
312,AB3,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,21.69618797831215,23.40971812814984
313,AB4,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,29.132971085221183,28.104477824282956
314,AB5,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,28.783889781358198,28.79667262235779
315,AB6,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,21.136280271246896,23.268680785461157
316,AB7,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,26.645635175005587,23.531935958678826
317,AB8,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,21.059867334200028,20.608764910183993
318,AB9,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,23.962698632201704,24.67331166571136
319,AB10,120,10,3,relu,3,sigmoid,"(1, 30)",mean_absolute_error,0.01,adam,200,128,27.22178616603464,28.823394603799205
320,AB1,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,22.389204509870495,23.170975856300277
321,AB2,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,22.64469174658521,21.961869317945805
322,AB3,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,25.255319591980783,23.24149459224814
323,AB4,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,23.746624343427108,24.289425597439234
324,AB5,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,22.295406973211815,23.238035496696277
325,AB6,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,22.760102468891187,23.009241528804985
326,AB7,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,22.619211566773064,21.905878049805807
327,AB8,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,22.196042968176908,22.00684952378587
328,AB9,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,23.19506078085682,23.254364633857822
329,AB10,100,20,3,relu,1,sigmoid,"(0, 1)",mean_absolute_error,0.0001,adagrad,200,128,23.233928695131535,23.553587082147793
330,AB1,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,16.99402905972751,16.75300826741522
331,AB2,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,17.715178077551272,17.073283378454363
332,AB3,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,17.012407447031364,19.375416590187815
333,AB4,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,17.23285465013862,17.068556710861504
334,AB5,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,17.076228538097073,16.814899979448917
335,AB6,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,16.988503173536063,16.85520766991034
336,AB7,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,16.747463857966668,16.604442845953457
337,AB8,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,16.91282123203096,17.130553893329772
338,AB9,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,18.17118452042993,18.10693566177952
339,AB10,80,10,2,relu,3,relu,"(2, 20)",mean_absolute_error,0.1,adagrad,200,128,17.262658481467486,18.03102634830713
340,AB1,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,8.20412614534448,7.776604832743841
341,AB2,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,11.610662829740535,9.586227758177545
342,AB3,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,7.968873431405179,9.766669332691016
343,AB4,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,9.790712507013815,9.350192456483555
344,AB5,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,9.351675893728821,9.14781203688239
345,AB6,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,7.656307633517617,6.704614363085511
346,AB7,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,8.80559538778645,8.631690116718895
347,AB8,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,7.936082561676104,8.525245205526748
348,AB9,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,12.391691670935181,12.681647655408232
349,AB10,100,20,2,relu,3,tanh,"(2, 30)",mean_absolute_error,0.01,rmsprop,200,128,11.125647476948366,11.967642061705385
350,AB1,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.25149116580766,21.761010340398336
351,AB2,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.783142564810888,22.728027098328802
352,AB3,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,24.852058246718673,23.814588523018855
353,AB4,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.967470663277442,22.778150022431063
354,AB5,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,22.547048764779795,22.760169693268917
355,AB6,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.39045554270216,22.807917348548862
356,AB7,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.784043094345012,23.62620292011923
357,AB8,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.848169718112572,22.647469078879446
358,AB9,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,24.16184871233736,22.87745215706392
359,AB10,120,30,2,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.810633963892524,22.497279703023203
360,AB1,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,6.684172012385746,5.950709181019054
361,AB2,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,9.264391903918279,8.494823427275172
362,AB3,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,13.714502335323322,14.721754022165626
363,AB4,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,7.445783766225057,6.9352530110949235
364,AB5,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,6.73291150918393,6.0682214918500295
365,AB6,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,5.865277361393849,5.347495303439574
366,AB7,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,5.712584979577881,5.549972075387668
367,AB8,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,6.551633966385686,6.834991203983897
368,AB9,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,9.629767538739797,10.57710854872481
369,AB10,80,20,4,tanh,1,tanh,"(1, 20)",mean_absolute_error,0.001,sgd,200,128,8.554160474605272,10.438415817344506
370,AB1,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,6.742287850561156,6.020558958002554
371,AB2,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,10.005463127178887,9.585977047524791
372,AB3,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,11.138328750512528,11.88067107098428
373,AB4,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,7.7676812338043595,22.554566193738363
374,AB5,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,6.728007880904607,6.6195920644013055
375,AB6,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,6.519540865865691,5.746919733914642
376,AB7,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,6.40968680320251,5.932927456347787
377,AB8,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,6.328899386304756,6.939216265792865
378,AB9,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,9.279716638616124,22.99199097317451
379,AB10,120,10,4,relu,3,tanh,"(1, 30)",mean_absolute_error,0.0001,sgd,200,128,9.3343875872179,9.96170336342561
380,AB1,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,6.6196860874707335,5.756319522707346
381,AB2,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,9.824457654532411,9.324888563153202
382,AB3,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,12.840295731245002,12.670174898786112
383,AB4,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,7.6130032311801035,7.001848573896214
384,AB5,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,6.316263730285354,6.28480718405501
385,AB6,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,6.113063692538102,5.735289216301042
386,AB7,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,6.641351837938972,6.215840770432232
387,AB8,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,6.370570990388213,6.686198880784541
388,AB9,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,9.960087974979988,10.995743652958918
389,AB10,100,30,2,relu,1,tanh,"(2, 30)",mean_absolute_error,0.0001,adagrad,200,128,8.598804740886605,10.245415699059109
390,AB1,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,6.187733097901117,5.782393158659646
391,AB2,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,8.806174510514962,7.320264486300306
392,AB3,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,6.943409731889413,8.40919217853882
393,AB4,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,6.911428619991101,6.67192440122957
394,AB5,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,6.352181106047157,6.789283812439265
395,AB6,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,5.578003782461908,5.049470868180889
396,AB7,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,5.226377581917104,4.995520805968303
397,AB8,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,5.922194490017949,6.947197763305698
398,AB9,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,9.035393216084234,9.8324582420129
399,AB10,120,10,2,tanh,5,tanh,"(1, 20)",mean_absolute_error,0.001,adam,200,128,7.582255980920609,10.094045276746828
400,AB1,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,28.008004724058587,26.25682677655357
401,AB2,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,28.798957401887535,21.284832354067262
402,AB3,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,21.081521148643375,21.069104389720287
403,AB4,120,30,3,relu,5,sigmoid,"(2, 10)",mean_absolute_error,0.01,adam,200,128,25.31831378359633,25.73069180763808
