,leftJointPosition,rightJointPosition,leftJointVelocity,rightJointVelocity,imuGyroX,imuGyroY,imuGyroZ,imuAccX,imuAccY,imuAccZ,leftGaitPhaseX,leftGaitPhaseY,rightGaitPhaseX,rightGaitPhaseY
225,-0.5077786446,0.09242798388000001,0.28646788,0.2502947748,0.280175004,0.36592499729999994,0.002274999917,-3.038000023,-11.27980022,-0.8525999755,-0.9414232964118892,-0.33722718895867865,1.0,-2.4492935982947064e-16
226,-0.5070115924,0.09242798388000001,0.2405160517,0.19095051289999998,0.2129750013,0.41072498799999996,0.12057499769999999,-3.3417999089999997,-10.68200033,-0.2841999918,-0.9334433940693829,-0.35872472742791334,1.0,0.0
227,-0.5058610439,0.09204446524,0.2412682027,0.125258714,0.2129750013,0.41072498799999996,0.12057499769999999,-3.3417999089999997,-10.68200033,-0.2841999918,-0.9249726657195533,-0.38003364018421265,0.9997102471260579,0.024071181756536848
228,-0.5031763911,0.09089390934000001,0.3265989721,0.0380930528,0.1020249987,0.4703999853,0.1473500013,-3.7043999139999997,-10.91719964,0.3136000149,-0.9160155654662072,-0.40114272251110905,0.9988411564176876,0.04812841412488742
229,-0.5008752942,0.08859279752,0.36176005009999995,-0.09166560322,0.1020249987,0.4703999853,0.1473500013,-3.7043999139999997,-10.91719964,0.3136000149,-0.9065768031586863,-0.42204087476757096,0.9973932315179498,0.07215775580061608
230,-0.4993412197,0.08705872297,0.34732910990000004,-0.14313599470000002,0.01014999971,0.502424984,0.1601249933,-4.076800083999999,-11.88740058,1.0192000209999998,-0.8966613419153181,-0.4427171082244519,0.9953673115076467,0.09614528164210384
231,-0.497423619,0.08744224161,0.3506685197,-0.08621881157,0.01014999971,0.502424984,0.1601249933,-4.076800083999999,-11.88740058,1.0192000209999998,-0.8862743955136966,-0.463160550842612,0.9927645704190688,0.12007709074024805
232,-0.4935884476,0.08705872297,0.4613834918,-0.08645303547000001,-0.022924998999999998,0.5195750093,0.17080000399999998,-4.23360011,-12.847799900000002,1.734600011,-0.875421425649156,-0.4833604529896908,0.9895865165556373,0.14393931447411912
233,-0.49397197369999996,0.08552464843,0.3340342045,-0.1470850408,0.002799999937,0.520625,0.23275000329999998,-4.125800037,-12.41659961,1.6953999309999999,-0.8641081390628881,-0.5033061930925075,0.9858349916178332,0.16771812454790588
234,-0.49397197369999996,0.08552464843,0.3340342045,-0.1470850408,0.002799999937,0.520625,0.23275000329999998,-4.125800037,-12.41659961,1.6953999309999999,-0.8523404845412028,-0.522987283222133,0.981512169635921,0.19139974100449278
235,-0.49128732090000005,0.08092242478999999,0.2878228724,-0.2847808003,0.002799999937,0.520625,0.23275000329999998,-4.125800037,-12.41659961,1.6953999309999999,-0.8401246497875238,-0.5423933746086789,0.9766205557100867,0.21497044021102407
236,-0.4909038246,0.07862131298,0.2416966707,-0.362751931,0.029399999080000003,0.5174749947,0.225224998,-4.4295999230000005,-11.61299944,0.7350000292000001,-0.827467058168748,-0.5615142630829228,0.9711629845587164,0.23841656281182783
237,-0.4889862239,0.07133445889,0.2820401788,-0.6590139866,0.029399999080000003,0.5174749947,0.225224998,-4.4295999230000005,-11.61299944,0.7350000292000001,-0.8143743653376944,-0.580339894441893,0.9651426188756621,0.2617245216440913
238,-0.48284992579999997,0.06251353025,0.5243637562,-0.9615324736,-0.01014999971,0.5057499933,0.23275000329999998,-4.23360011,-11.20140007,-1.352399966,-0.8008534557334064,-0.5988603697356012,0.9585629474974413,0.2848808096116999
239,-0.47594660520000004,0.05177501217,0.7455485463,-1.286073327,-0.01014999971,0.5057499933,0.23275000329999998,-4.23360011,-11.20140007,-1.352399966,-0.7869114389611577,-0.6170659504721357,0.951427783381437,0.3078720075126765
240,-0.4671256542,0.03873537853,1.021933675,-1.6407694819999998,-0.08049999833,0.5152000093,0.251825006,-3.7828000719999997,-9.986200522999999,-1.76400007,-0.7725556460540552,-0.6349470637383887,0.9437412613962662,0.330684791815687
241,-0.45868825909999994,0.02492870949,1.200374365,-1.942356467,-0.08049999833,0.5152000093,0.251825006,-3.7828000719999997,-9.986200522999999,-1.76400007,-0.7577936256182167,-0.6524943072337092,0.935507835925601,0.35330594238110236
242,-0.45063436030000004,0.01112203952,1.3208686109999999,-2.15627861,-0.056000000829999994,0.5813500214,0.2700250053,-2.920400077,-9.594199729,-2.067799956,-0.7426331398635382,-0.6696984542138518,0.9267322782868261,0.37572235012214616
243,-0.44373103979999995,-0.003451667493,1.343865395,-2.348118305,-0.056000000829999994,0.5813500214,0.2700250053,-2.920400077,-9.594199729,-2.067799956,-0.7270821605221448,-0.6865504583426116,0.9174196739660343,0.39792102460168566
244,-0.43644416329999997,-0.01879241131,1.377763391,-2.5337357519999997,0.0005249999883000001,0.592025032,0.27754999399999997,-2.861599958,-8.859199846000001,-1.5484000709999999,-0.711148864656673,-0.7030414584485932,0.907575419670957,0.4198891015602646
245,-0.43145844340000006,-0.034133154900000004,1.278680682,-2.680341244,0.0005249999883000001,0.592025032,0.27754999399999997,-2.861599958,-8.859199846000001,-1.5484000709999999,-0.6948416303605797,-0.719162783184622,0.8972052202035421,0.44161385037101525
246,-0.424171567,-0.04640575126,1.329852819,-2.631424189,0.020825001,0.498224988,0.21997499469999998,-2.547999907,-8.702400112000001,-1.734600011,-0.6781690323527513,-0.7349059555873343,0.8863150851539875,0.46308268141713077
247,-0.42033639549999996,-0.05791131034,1.177638769,-2.540732145,0.020825001,0.498224988,0.21997499469999998,-2.547999907,-8.702400112000001,-1.734600011,-0.661139837468717,-0.7502626975345625,0.8749113254181496,0.4842831533876195
248,-0.41420009729999996,-0.06941686571000001,1.176999927,-2.467175007,-0.003674999885,0.3925250053,0.136674999,-2.244200021,-8.731799733999999,-1.9991999630000001,-0.643763000050847,-0.76522493409816,0.8630005495403431,0.5052029804871164
249,-0.4099813998,-0.07977186888,1.09020102,-2.357026577,-0.003674999885,0.3925250053,0.136674999,-2.244200021,-8.731799733999999,-1.9991999630000001,-0.6260476572399494,-0.779784797789987,0.8505896598836507,0.5258300395555731
250,-0.4049956501,-0.08974335343,1.063533068,-2.256853342,-0.0442749995,0.2794750047,0.12810000300000002,-2.224599981,-9.065000117,-2.3421999280000003,-0.6080031241707577,-0.7939346326988124,0.8376858486299648,0.5461523770936969
251,-0.4007769525,-0.09971483797,0.9984495640000001,-2.193171978,-0.0442749995,0.2794750047,0.12810000300000002,-2.224599981,-9.065000117,-2.3421999280000003,-0.589638889073813,-0.8076669985159723,0.8242965936120766,0.5661582161900743
252,-0.3950241506,-0.1104533598,1.036100864,-2.064678431,-0.12215000029999999,0.1909249973,0.1174250007,-2.126599929,-8.751400065,-2.126599929,-0.5709646082863364,-0.8209746744476534,0.8104296539802289,0.5858359633459579
253,-0.3888878822,-0.1169731766,1.0839953420000001,-1.967370749,-0.20964999199999998,0.127924999,0.08540000199999999,-2.2147999609999998,-8.359399855,-1.773799944,-0.5519901011747049,-0.8338506630117524,0.7960930657056438,0.6051742151937651
254,-0.3888878822,-0.1169731766,1.0839953420000001,-1.967370749,-0.20964999199999998,0.127924999,0.08540000199999999,-2.2147999609999998,-8.359399855,-1.773799944,-0.5327253449712017,-0.846288193717314,0.7812951369236315,0.6241617651053962
255,-0.3731636107,-0.1361491084,1.198778868,-1.6732167009999999,-0.20964999199999998,0.127924999,0.08540000199999999,-2.2147999609999998,-8.359399855,-1.773799944,-0.5131804695277611,-0.858280726624609,0.7660444431189781,0.6427876096865393
256,-0.368177861,-0.1411348432,1.2812541720000001,-1.667439342,-0.2747499967,0.09275000333999998,0.027825000580000002,-2.126599929,-8.065400136000001,-1.5190000119999998,-0.4933657519894543,-0.869821955783987,0.7503498221564023,0.6610409551532003
257,-0.3612745404,-0.1480381787,1.313608885,-1.59910357,-0.2747499967,0.09275000333999998,0.027825000580000002,-2.126599929,-8.065400136000001,-1.5190000119999998,-0.4732916113905339,-0.8809058125516892,0.7342203691589633,0.678911223586763
258,-0.3520700932,-0.1537909657,1.393757343,-1.477274299,-0.3141250134,0.06930000067000001,0.002274999917,-2.3715999869999997,-8.222199868999999,-1.499399972,-0.4529686031758648,-0.8915264687808803,0.7176654312373829,0.6963880590639542
259,-0.3478513658,-0.1599272639,1.328495741,-1.40938127,-0.3141250134,0.06930000067000001,0.002274999917,-2.3715999869999997,-8.222199868999999,-1.499399972,-0.4324074136506286,-0.9016783398862225,0.7006946020733427,0.7134613336581598
260,-0.3405645192,-0.166063562,1.298298597,-1.35880661,-0.30992498399999996,0.059675001500000005,0.005425000042,-2.254000041,-8.496599841,-1.156400007,-0.4116188543612179,-0.9113560877803794,0.6833177163598895,0.7301211533086175
261,-0.3374963701,-0.17066578570000002,1.178329945,-1.233715415,-0.30992498399999996,0.059675001500000005,0.005425000042,-2.254000041,-8.496599841,-1.156400007,-0.3906138564102794,-0.9205546236809034,0.6655448441021745,0.7463578635540811
262,-0.32982599739999996,-0.17641855780000001,1.207206249,-1.206301212,-0.2747499967,0.057574999329999994,0.03954999983,-2.244200021,-8.545599794,-1.097600034,-0.3694034647088841,-0.9292691107860371,0.6473862847818277,0.7621620551276365
