,leftJointPosition,rightJointPosition,leftJointVelocity,rightJointVelocity,imuGyroX,imuGyroY,imuGyroZ,imuAccX,imuAccY,imuAccZ,leftGaitPhaseX,leftGaitPhaseY,rightGaitPhaseX,rightGaitPhaseY
217,-0.5112302899,0.02838037722,1.087524772,0.4383122623,0.292949996,0.6539749813,-0.4138749933,-2.685199893,-15.67019978,-1.499399972,-0.9893433680751103,0.14560116773500478,1.0,-2.4492935982947064e-16
218,-0.508929193,0.02684630267,1.035320044,0.2783329785,0.292949996,0.6539749813,-0.4138749933,-2.685199893,-15.67019978,-1.499399972,-0.9925955354920264,0.1214664683000926,1.0,0.0
219,-0.5077786446,0.02531222813,0.8243698478,0.12077571449999999,0.4616499853,0.5867749785999999,-0.2261000013,-2.0089999819999997,-14.36679962,-1.6856000569999998,-0.9952590338932358,0.09725973192386916,0.9997080140801929,0.02416374523613229
220,-0.5058610439,0.02454519086,0.7465515733,0.04544237256,0.4616499853,0.5867749785999999,-0.2261000013,-2.0089999819999997,-14.36679962,-1.6856000569999998,-0.9973322836635516,0.072995314660908,0.9988322268323266,0.04831337952550707
221,-0.5031763911,0.021477041769999997,0.6665326357,-0.1417688131,0.576799984,0.5696249865999999,-0.1216249967,-2.048200062,-11.61299944,-0.9016000018000001,-0.998814055240823,0.048687606774025394,0.9973731496914912,0.07243480016176237
222,-0.5020258427000001,0.01879241131,0.5527272224,-0.2555078864,0.576799984,0.5696249865999999,-0.1216249967,-2.048200062,-11.61299944,-0.9016000018000001,-0.9997034698451394,0.02435102419998979,0.9953316347176486,0.09651392091451512
223,-0.4989576936,0.01687481813,0.576285243,-0.29544842239999997,0.5853750134000001,0.5867749785999999,-0.05652500033,-2.3324000540000003,-9.398199916,-0.4214000143,-1.0,1.2246467991473532e-16,0.992708874098054,0.12053668025532306
224,-0.49588954450000006,0.01725833677,0.5933709741,-0.2026002705,0.5853750134000001,0.5867749785999999,-0.05652500033,-2.3324000540000003,-9.398199916,-0.4214000143,-0.9997034698451394,-0.024351024199989548,0.9895063994510511,0.14448904956922135
225,-0.4943554699,0.01725833677,0.5106025934,-0.1395796984,0.5138000107,0.6167000294,-0.08627499699999999,-2.802800131,-8.379000187,0.08819999619999999,-0.998814055240823,-0.048687606774025144,0.9857260809316509,0.16835704134703855
226,-0.49397197369999996,0.015724262219999997,0.3975343704,-0.1728807092,0.5138000107,0.6167000294,-0.08627499699999999,-2.802800131,-8.379000187,0.08819999619999999,-0.9973322836635516,-0.07299531466090775,0.9813701261394134,0.1921267173537084
227,-0.49128732090000005,0.014573707250000002,0.4354761839,-0.183091253,0.4145750093,0.6177499865999999,-0.1588999987,-3.038000023,-11.44639983,0.38220000789999997,-0.9952590338932358,-0.09725973192386891,0.9764410788292721,0.21578419676780614
228,-0.48936975,0.01419018861,0.4146268666,-0.1491330266,0.4145750093,0.6177499865999999,-0.1588999987,-3.038000023,-11.44639983,0.38220000789999997,-0.9925955354920264,-0.12146646830009236,0.970941817426052,0.23931566428755777
229,-0.4859180748,0.01188907679,0.4860634506,-0.23396286370000002,0.2619750047,0.524824996,-0.081025002,-4.38059997,-11.71100051,0.43119999770000006,-0.9893433680751101,-0.145601167735005,0.9648755533435515,0.2627073781985869
230,-0.4801653028,0.01073852088,0.651658237,-0.2230723649,0.2619750047,0.524824996,-0.081025002,-4.38059997,-11.71100051,0.43119999770000006,-0.9855044603739027,-0.16964951689628496,0.9582458291091662,0.2859456783986893
231,-0.4740290046,0.0061362977139999995,0.79185009,-0.4077880979,0.1340499973,0.44169999600000004,-0.128974998,-4.008200091,-11.49539979,-0.6272000298,-0.9810810890921944,-0.19359725366252947,0.9510565162951535,0.3090169943749474
232,-0.4655915797,0.0003835186071,1.015063405,-0.6113400459,0.1340499973,0.44169999600000004,-0.128974998,-4.008200091,-11.49539979,-0.6272000298,-0.9760758775559273,-0.21743017558155658,0.9433118132577432,0.33190785312852844
233,-0.4575377107,-0.00651981635,1.174191236,-0.8110214472,-0.0005249999883000001,0.4362750053,-0.17919999600000003,-3.8611999389999996,-13.37700009,-0.6272000298,-0.9704917941574054,-0.24113414829331054,0.9350162426854148,0.3546048870425356
234,-0.4494838119,-0.0164912995,1.2959162,-1.123440623,-0.0005249999883000001,0.4362750053,-0.17919999600000003,-3.8611999389999996,-13.37700009,-0.6272000298,-0.9643321505948587,-0.2646951139123933,0.9261746489577765,0.37709484168832047
235,-0.444114536,-0.02722982131,1.2421984670000001,-1.400345445,-0.09117500066999999,0.48212498659999997,-0.012775000330000001,-4.488400042,-12.9163996,-0.9995999812999999,-0.9576005999084061,-0.2880990993652371,0.9167921953165824,0.39936458356569554
236,-0.436060667,-0.04602223262,1.143083215,-1.692386508,-0.09117500066999999,0.48212498659999997,-0.012775000330000001,-4.488400042,-12.9163996,-0.9995999812999999,-0.9503011343135825,-0.31133222467698135,0.9068743608505454,0.4214011077725291
237,-0.4329925179,-0.05100797489,1.185264826,-1.783563852,-0.10185000300000001,0.5099499893,0.09712500333999999,-3.714200079,-11.84819992,-0.9309999883,-0.9424380828337146,-0.33438071120313245,0.8964269372957038,0.44319154559924134
238,-0.42877379060000004,-0.06213001534,1.10798049,-1.898835421,-0.10185000300000001,0.5099499893,0.09712500333999999,-3.714200079,-11.84819992,-0.9309999883,-0.934016108732548,-0.35723088980113266,0.8854560256532099,0.46472317204376856
239,-0.424171567,-0.07440260798,1.058641553,-2.045309305,-0.08259999633,0.49612500670000004,0.1526000047,-3.4692000210000002,-10.53500047,-1.21519998,-0.9250402067486521,-0.3798692089369854,0.873968032626518,0.4859834132426061
240,-0.4195693433,-0.08552464843,1.020556808,-2.0984437469999997,-0.08259999633,0.49612500670000004,0.1526000047,-3.4692000210000002,-10.53500047,-1.21519998,-0.9155157001332371,-0.4022822427221324,0.8619696668800492,0.5069598538135904
241,-0.4138165712,-0.09587965161,1.058629632,-2.0953269,-0.060200000999999996,0.451325016,0.13125,-2.792999965,-9.574599981,-1.8914000359999998,-0.9054482374931467,-0.4244566988758149,0.8494679351215211,0.5276402441061327
242,-0.4115154743,-0.1066181734,0.9114288688,-2.111698389,-0.060200000999999996,0.451325016,0.13125,-2.792999965,-9.574599981,-1.8914000359999998,-0.8948437894408919,-0.44637942660819924,0.8364701380102267,0.54801250735467
243,-0.4099813998,-0.1173566952,0.7485304475,-2.117665768,-0.03569999933,0.41072498799999996,0.05670000017000001,-2.302999994,-9.995999813,-2.126599929,-0.8837086450537192,-0.4680374244195861,0.8229838658936564,0.5680647467311558
244,-0.40307804939999997,-0.1277116984,0.9135948420000001,-2.0976753230000003,-0.03569999933,0.41072498799999996,0.05670000017000001,-2.302999994,-9.995999813,-2.126599929,-0.8720494081438076,-0.4894178478110856,0.8090169943749475,0.5877852522924731
245,-0.40039342640000003,-0.1388337314,0.8149604201,-2.122338533,-0.08049999833,0.3424749947,0.0875,-2.479399914,-9.065000117,-2.841999918,-0.85987299334181,-0.5105080169021792,0.7945776797137543,0.6071625078187113
246,-0.3927230537,-0.1511063278,0.9981181621999999,-2.208691359,-0.08049999833,0.3424749947,0.0875,-2.479399914,-9.065000117,-2.841999918,-0.8471866219960607,-0.5312954239506528,0.7796743540632224,0.6261851975383137
247,-0.3858197331,-0.1614613384,1.116574287,-2.174970627,-0.1231999993,0.2719499993,0.008575000167,-1.724799991,-9.123799944,-2.96940003,-0.8339978178898781,-0.5517677407704455,0.7643157205458483,0.6448422127361707
248,-0.3804504573,-0.1733504087,1.113891959,-2.226158381,-0.1231999993,0.2719499993,0.008575000167,-1.724799991,-9.123799944,-2.96940003,-0.8203144027795111,-0.5719128260430028,0.7485107481711011,0.6631226582407952
249,-0.37239655850000003,-0.1844724566,1.255624413,-2.2229521269999997,-0.1680000067,0.20580000399999998,-0.03622499883,-1.7933999840000001,-9.339400089,-2.59699986,-0.8061444917553628,-0.5917187325178135,0.7322686665977736,0.6810158587867972
