,leftJointPosition,rightJointPosition,leftJointVelocity,rightJointVelocity,imuGyroX,imuGyroY,imuGyroZ,imuAccX,imuAccY,imuAccZ,leftGaitPhaseX,leftGaitPhaseY,rightGaitPhaseX,rightGaitPhaseY
281,-0.5733603239,0.04755630717,1.099865675,0.4711011946,0.301524992,0.7969500159999999,-0.2112249947,-2.508800119,-10.67219987,-0.7742000356000001,-0.9993276470109054,-0.03666406850919869,1.0,-2.4492935982947064e-16
282,-0.5722097754,0.04563871399,0.8592403531,0.2525867522,0.3772999907,0.752149992,-0.2005500007,-3.2241999630000002,-10.89759989,-1.23480002,-0.9981327248931006,-0.061082431987226224,1.0,0.0
283,-0.5668405294,0.04295408353,0.7693800926000001,0.014295184980000002,0.3772999907,0.752149992,-0.2005500007,-3.2241999630000002,-10.89759989,-1.23480002,-0.996341234502524,-0.08546428745380502,0.9995210358660036,0.030946710024671226
284,-0.5641558766,0.04333760217,0.8398097754,0.03532756865,0.3772999907,0.752149992,-0.2005500007,-3.2241999630000002,-10.89759989,-1.23480002,-0.9939542465848803,-0.10979506225638239,0.9980846022772978,0.061863775321008445
285,-0.562238276,0.04333760217,0.7271750569,0.027244640510000005,0.432774992,0.7245000267,-0.1961750007,-3.283000082,-11.18180032,-0.7153999895,-0.9909731878054056,-0.13406021427251416,0.9956920752342223,0.09272157955820091
286,-0.5603206754,0.04333760217,0.6268038154,0.02252728865,0.432774992,0.7245000267,-0.1961750007,-3.283000082,-11.18180032,-0.7153999895,-0.9873998398961705,-0.1582452406014693,0.9923457466060636,0.12349056317328166
287,-0.5580195785000001,0.04410463944,0.5779194236,0.05815875903,0.5223750067,0.708399992,-0.2325749993,-3.13599993,-11.25040002,-0.1077999994,-0.9832363385911684,-0.182335686232381,0.9880488219356085,0.15414125168706835
288,-0.5549514294,0.04448815808,0.5751076936999999,0.06956386566,0.5223750067,0.708399992,-0.2325749993,-3.13599993,-11.25040002,-0.1077999994,-0.9784851723498197,-0.20631715268378376,0.9828054173684644,0.18464428393860022
289,-0.5545679331000001,0.04333760217,0.4372305274,-0.004160426557,0.4968249893,0.6594000053,-0.17272499800000002,-3.400600028,-11.40720034,0.235200002,-0.9731491808696592,-0.2301753066093565,0.9766205557100867,0.21497044021102407
290,-0.553417325,0.04295408353,0.38113212590000006,-0.02312978543,0.45202499869999996,0.633674984,-0.059675001500000005,-3.439800107,-11.90700033,0.17639999239999998,-0.9672315533890934,-0.2538958883647418,0.9695001616142914,0.24509067022198688
291,-0.5503491759,0.04295408353,0.3478389382,-0.02312978543,0.45202499869999996,0.633674984,-0.059675001500000005,-3.439800107,-11.90700033,0.17639999239999998,-0.9607358267812419,-0.27746472053031085,0.9614510559078624,0.2749761209517228
292,-0.5488151312,0.03643426672,0.39593768119999995,-0.36179053780000003,0.45202499869999996,0.633674984,-0.059675001500000005,-3.439800107,-11.90700033,0.17639999239999998,-0.9536658834400056,-0.30086771638478205,0.9524809490566877,0.30459816428217606
293,-0.5472810268,0.03451667354,0.4021676183,-0.38102400299999994,0.336699996,0.6198499679999999,-0.03622499883,-3.8611999389999996,-11.81879971,0.9701999947,-0.946025948959619,-0.324090888324637,0.942598433779687,0.3339284244206847
294,-0.5430623293,0.033366117630000004,0.5207502842,-0.34384453299999995,0.336699996,0.6198499679999999,-0.03622499883,-3.8611999389999996,-11.81879971,0.9701999947,-0.9378205896090793,-0.3471203562242911,0.9318129768176031,0.36293880508195453
295,-0.5399941802,0.03221556172,0.5472372174,-0.31352978940000004,0.20125,0.6432999706,-0.02555000067,-4.654999942,-12.27940021,0.9898000345,-0.92905470960296,-0.3699423557320245,0.9201349098645432,0.39160151640228485
296,-0.5327073336,0.029147414489999995,0.7772249579,-0.3923490942,0.20125,0.6432999706,-0.02555000067,-4.654999942,-12.27940021,0.9898000345,-0.9197335481702371,-0.39254324649672195,0.907575419670957,0.4198891015602646
297,-0.5269545913,0.02684630267,0.8772077559999999,-0.40832182770000003,0.107275002,0.6594000053,-0.1867250013,-3.65539996,-10.5643995,-0.048999998899999994,-0.9098626764228854,-0.4149095203204956,0.8941465373275327,0.44777446307843766
